user_id,idade,matches_realizados,taxa_resposta,tenis_marca,tenis_estilo,tenis_cores,relacionamentos_formados
94,23,19,0.41612423797784404,Adidas,Tênis,Azul,0
95,23,13,0.6826966834717167,Asics,Tênis,Branco,0
96,17,18,0.37664487872833996,Nike,Tênis,Vermelho,1
97,26,14,0.6368745256687809,Adidas,Corrida,Vermelho,1
98,26,11,0.7443440344367833,Asics,Corrida,Vermelho,0
99,25,11,0.8574049957537926,Nike,Tênis,Preto,1
100,23,17,0.4201698206797376,Nike,Basquete,Branco,0
101,17,16,0.7266383863648381,Adidas,Basquete,Vermelho,0
102,22,25,0.31274276050569505,Puma,Corrida,Preto,0
103,23,19,0.8922658430349187,Puma,Tênis,Preto,0
104,20,24,0.12061567901148092,Puma,Basquete,Preto,0
105,24,12,0.5828230452008968,Adidas,Basquete,Branco,1
106,27,16,0.6276047853210617,Puma,Basquete,Preto,1
107,34,13,0.650436445659303,Asics,Corrida,Branco,0
108,25,18,0.19631006303127121,Asics,Tênis,Azul,0
109,26,19,0.8508238267785043,Asics,Casual,Preto,1
110,24,17,0.24494662324006625,Asics,Tênis,Vermelho,1
111,15,16,0.5982027225918729,Nike,Tênis,Preto,1
112,24,16,0.278140863298468,Asics,Corrida,Azul,0
113,25,11,0.3457731336170167,Puma,Basquete,Azul,1
114,37,16,0.5371668333824995,Adidas,Basquete,Preto,0
115,24,12,0.43375473485166116,Puma,Corrida,Azul,0
116,26,16,0.22818048078120504,Asics,Corrida,Branco,0
117,24,17,0.23674912193667863,Nike,Corrida,Branco,0
118,19,14,0.4345158305302398,Asics,Corrida,Preto,0
119,30,10,0.7058263826204006,Adidas,Corrida,Branco,0
120,28,18,0.8183717174782309,Puma,Casual,Branco,0
121,28,12,0.16730212980750628,Adidas,Tênis,Vermelho,1
122,20,11,0.4144831260475209,Adidas,Tênis,Preto,0
123,32,11,0.1801964509783013,Adidas,Tênis,Azul,0
124,17,8,0.11327398450607831,Puma,Basquete,Preto,0
125,27,8,0.6293749461151653,Asics,Casual,Branco,1
126,35,12,0.5819595535732702,Adidas,Tênis,Vermelho,0
127,20,20,0.23041529105190897,Puma,Basquete,Preto,0
128,22,15,0.2870502664744513,Nike,Casual,Preto,0
129,25,13,0.11896620291561472,Puma,Casual,Branco,1
130,22,16,0.767957764555523,Nike,Basquete,Branco,1
131,17,15,0.8797524768388412,Puma,Casual,Preto,0
132,25,11,0.20836762943575265,Asics,Basquete,Branco,0
133,19,11,0.28518017101223847,Adidas,Tênis,Branco,1
134,27,9,0.7947276191575473,Asics,Basquete,Branco,0
135,20,18,0.8411710383649479,Puma,Casual,Branco,0
136,32,17,0.43570190624544824,Adidas,Tênis,Branco,0
137,21,22,0.1404979778152593,Nike,Tênis,Vermelho,0
138,23,14,0.13151346695425553,Puma,Corrida,Branco,0
139,29,15,0.5591598928552084,Adidas,Corrida,Azul,0
140,18,15,0.41431608711454326,Nike,Casual,Preto,0
141,26,9,0.12292194206212362,Nike,Basquete,Vermelho,1
142,31,10,0.5666019138500454,Asics,Basquete,Vermelho,0
143,16,18,0.10904202927121798,Puma,Casual,Branco,1
144,25,12,0.7298975665194184,Nike,Tênis,Preto,0
145,26,9,0.3451462581626973,Adidas,Casual,Azul,0
146,28,16,0.13220640240738568,Nike,Casual,Branco,0
147,18,14,0.5706817767865227,Nike,Tênis,Preto,1
148,18,16,0.4181475315464438,Asics,Basquete,Branco,1
149,27,22,0.8790403306857196,Asics,Casual,Branco,0
150,26,14,0.5353589300029618,Adidas,Basquete,Branco,1
151,26,19,0.32019134482960665,Asics,Casual,Branco,0
152,26,8,0.6675510917071799,Nike,Tênis,Branco,1
153,21,11,0.3171936020341691,Nike,Tênis,Branco,1
154,26,22,0.8233946331260521,Asics,Corrida,Branco,1
155,26,16,0.39977757640590117,Nike,Tênis,Azul,0
156,21,11,0.5398948502209642,Nike,Corrida,Vermelho,0
157,34,14,0.1404584830593831,Adidas,Casual,Azul,0
158,27,13,0.44089699036178465,Asics,Basquete,Branco,0
159,19,25,0.765890831728796,Nike,Tênis,Branco,0
160,28,13,0.7445190442906736,Asics,Tênis,Azul,0
161,20,14,0.279454847082821,Adidas,Tênis,Azul,0
162,28,17,0.28086325680845015,Asics,Casual,Vermelho,0
163,30,16,0.7538442497705894,Nike,Corrida,Azul,0
164,20,10,0.8443187361354604,Asics,Casual,Vermelho,0
165,29,18,0.17628873701840286,Nike,Basquete,Branco,1
166,27,10,0.4600469115409802,Nike,Casual,Preto,0
167,29,13,0.3699634231713832,Nike,Basquete,Preto,0
168,34,17,0.7965507643659515,Adidas,Tênis,Preto,1
169,23,19,0.16681993174401502,Asics,Basquete,Preto,0
170,21,13,0.26890075404642994,Adidas,Basquete,Branco,0
171,20,15,0.7019746700691954,Asics,Corrida,Preto,0
172,20,14,0.1410350791849725,Adidas,Basquete,Azul,0
173,24,13,0.49402830457143143,Puma,Basquete,Azul,1
174,26,19,0.4536856277437761,Nike,Casual,Preto,0
175,26,18,0.3675209431909989,Nike,Tênis,Azul,0
176,29,14,0.41565785225513907,Adidas,Casual,Vermelho,0
177,25,18,0.5239524695441864,Puma,Casual,Branco,0
178,32,15,0.22909388671070652,Nike,Tênis,Preto,1
179,23,25,0.5575967026268742,Asics,Tênis,Preto,0
180,38,9,0.7443458634399891,Adidas,Basquete,Branco,0
181,28,14,0.7081287438321272,Nike,Basquete,Azul,0
182,20,9,0.22311992375501896,Nike,Corrida,Branco,0
183,19,10,0.21939957579317915,Adidas,Casual,Branco,0
184,27,18,0.31453949419593064,Adidas,Tênis,Azul,1
185,23,13,0.3888597810728298,Asics,Basquete,Branco,1
186,28,14,0.4267644651267861,Asics,Tênis,Azul,1
187,27,19,0.6437577734666762,Nike,Basquete,Azul,1
188,24,17,0.14534434573266833,Nike,Corrida,Branco,0
189,20,12,0.12773816338085311,Adidas,Corrida,Vermelho,0
190,17,14,0.4135284503551272,Nike,Tênis,Azul,1
191,22,17,0.6577309537103844,Nike,Corrida,Branco,1
192,29,8,0.2547482743651861,Adidas,Tênis,Azul,1
193,26,10,0.6132035850050014,Nike,Basquete,Vermelho,0
194,18,15,0.30786251035223955,Nike,Casual,Vermelho,0
195,25,5,0.8088688870508131,Puma,Corrida,Preto,1
196,26,18,0.8165519554132933,Asics,Basquete,Azul,1
197,20,8,0.3378297634250612,Adidas,Casual,Azul,1
198,25,24,0.28399500317059245,Puma,Casual,Branco,0
199,25,13,0.42904317765298505,Asics,Casual,Azul,0
200,19,13,0.29242526814411895,Asics,Basquete,Preto,0
201,26,17,0.6379070746333629,Asics,Basquete,Vermelho,1
202,27,11,0.7608517476386284,Puma,Tênis,Vermelho,0
203,30,17,0.6384737047289736,Puma,Casual,Preto,0
204,30,12,0.7594803577994796,Asics,Casual,Azul,1
205,18,12,0.4175937297659793,Nike,Casual,Azul,0
206,20,16,0.2250535765670887,Nike,Tênis,Preto,1
207,27,11,0.6903607579180737,Puma,Casual,Branco,0
208,27,16,0.3883796041132431,Puma,Basquete,Vermelho,1
209,27,17,0.637016660183306,Puma,Casual,Preto,0
210,44,19,0.31651515358541255,Asics,Corrida,Preto,1
211,27,16,0.16498370784533814,Nike,Basquete,Azul,1
212,30,19,0.8940654363902107,Puma,Tênis,Vermelho,0
213,29,10,0.22496120634447944,Puma,Casual,Azul,0
214,28,22,0.8907367951707849,Adidas,Corrida,Preto,0
215,23,13,0.8818239460531578,Asics,Tênis,Branco,0
216,28,14,0.7350544831264317,Adidas,Tênis,Vermelho,1
217,21,23,0.6275383696655981,Nike,Basquete,Preto,0
218,23,10,0.5622456402008678,Adidas,Tênis,Preto,0
219,22,12,0.7928812363022678,Adidas,Tênis,Branco,0
220,25,22,0.33155161729559035,Adidas,Tênis,Preto,1
221,36,18,0.4741449699879017,Asics,Tênis,Preto,1
222,15,19,0.5955119754932016,Nike,Casual,Vermelho,0
223,28,18,0.42895238069559294,Adidas,Casual,Vermelho,0
224,16,11,0.4419891632722144,Asics,Casual,Vermelho,0
225,22,6,0.3642277340016675,Nike,Casual,Azul,0
226,30,10,0.5513854533476289,Puma,Corrida,Branco,0
227,25,19,0.7804596224120929,Adidas,Casual,Vermelho,0
228,19,15,0.2612227024050503,Nike,Tênis,Azul,0
229,21,18,0.8475464310027532,Adidas,Casual,Azul,0
230,28,16,0.6512701229985838,Puma,Casual,Branco,0
231,21,12,0.7586185701440241,Nike,Basquete,Branco,0
232,26,17,0.5449525541040093,Asics,Tênis,Preto,0
233,25,10,0.7236133611392508,Nike,Casual,Azul,1
234,21,9,0.11296031787157378,Asics,Casual,Vermelho,1
235,35,19,0.7547043398236282,Nike,Casual,Branco,0
236,28,16,0.13211108726829324,Asics,Corrida,Azul,0
237,14,16,0.81193070109029,Puma,Casual,Vermelho,1
238,25,13,0.8935701977909146,Puma,Basquete,Azul,1
239,21,16,0.3352539697414223,Puma,Tênis,Branco,0
240,29,18,0.26825484502863495,Nike,Tênis,Preto,0
241,21,18,0.7122906910864326,Puma,Casual,Azul,0
242,24,24,0.30242107273620256,Adidas,Casual,Vermelho,0
243,27,13,0.7924499065377628,Puma,Casual,Branco,0
244,29,13,0.18227407372598137,Asics,Tênis,Preto,0
245,18,14,0.2007641571034866,Asics,Tênis,Vermelho,0
246,23,20,0.8833212440804925,Asics,Corrida,Vermelho,0
247,22,14,0.6390711186160037,Nike,Basquete,Vermelho,0
248,21,17,0.7775097795431622,Adidas,Corrida,Azul,0
249,33,16,0.35946350188121445,Puma,Basquete,Branco,0
250,27,19,0.6411869996164835,Adidas,Corrida,Vermelho,0
251,18,16,0.5753934618468778,Adidas,Tênis,Azul,0
252,29,17,0.5825200960983576,Asics,Corrida,Branco,1
253,35,16,0.6460259676301773,Asics,Basquete,Branco,0
254,30,16,0.5602873385032788,Asics,Casual,Azul,1
255,17,17,0.4432498954421328,Nike,Basquete,Azul,1
256,22,12,0.3207381555044375,Adidas,Casual,Vermelho,0
257,31,15,0.7148650647305617,Adidas,Tênis,Branco,0
258,21,7,0.281017944002549,Nike,Basquete,Preto,0
259,27,19,0.6538834449235313,Nike,Corrida,Azul,1
260,28,14,0.28666625811946134,Nike,Basquete,Branco,1
261,20,13,0.6002641359635631,Adidas,Casual,Branco,1
262,24,9,0.6976626137032231,Adidas,Tênis,Vermelho,0
263,8,16,0.27497111112523137,Asics,Corrida,Preto,0
264,19,17,0.14795464068904662,Asics,Basquete,Vermelho,0
265,23,17,0.20477899439533928,Adidas,Casual,Preto,0
266,18,9,0.5847975738168204,Asics,Corrida,Preto,0
267,33,19,0.7795571249805885,Nike,Tênis,Azul,0
268,17,16,0.1359974569883395,Puma,Corrida,Branco,1
269,22,11,0.687321007233317,Asics,Tênis,Branco,0
270,25,13,0.37305491676004177,Adidas,Corrida,Branco,0
271,32,12,0.482822695935618,Asics,Basquete,Preto,0
272,17,12,0.8430876398764525,Asics,Casual,Branco,1
273,30,11,0.3655772037886764,Asics,Basquete,Azul,1
274,25,14,0.47226954715158886,Puma,Basquete,Preto,0
275,20,10,0.1109459318085449,Nike,Tênis,Preto,0
276,27,18,0.1652789760038707,Adidas,Tênis,Preto,0
277,25,14,0.30687327290782723,Puma,Tênis,Preto,1
278,21,18,0.12228179265685953,Adidas,Basquete,Azul,0
279,25,16,0.6051002608386008,Adidas,Corrida,Branco,0
280,23,18,0.44111868544129806,Adidas,Corrida,Azul,0
281,25,24,0.5385161621824176,Puma,Basquete,Branco,0
282,28,7,0.23971774871706364,Nike,Basquete,Azul,1
283,32,12,0.33674562354929294,Adidas,Casual,Vermelho,0
284,18,21,0.6310595798821801,Nike,Tênis,Vermelho,0
285,35,12,0.8722421789043199,Nike,Tênis,Vermelho,0
286,15,14,0.14033341888176737,Asics,Basquete,Vermelho,0
287,24,8,0.8123074566842129,Puma,Basquete,Preto,1
288,27,4,0.5615049610489667,Puma,Corrida,Preto,0
289,26,21,0.551135653404499,Asics,Basquete,Azul,1
290,21,15,0.5002228281662083,Asics,Corrida,Azul,1
291,23,13,0.15551526872334673,Nike,Basquete,Vermelho,0
292,22,25,0.17190148138892852,Adidas,Casual,Branco,0
293,22,22,0.5807296045272689,Puma,Casual,Vermelho,0
294,29,14,0.3727668571484467,Adidas,Corrida,Azul,1
295,26,12,0.8338144532621445,Adidas,Tênis,Vermelho,0
296,21,11,0.42527242988757785,Asics,Casual,Azul,0
297,29,16,0.21462516696211287,Adidas,Corrida,Vermelho,0
298,26,9,0.6717750668016288,Nike,Basquete,Branco,1
299,29,11,0.3346827371528079,Asics,Basquete,Vermelho,0
300,28,20,0.5203762458847145,Adidas,Corrida,Branco,0
301,20,15,0.6582662284041361,Asics,Tênis,Branco,0
302,22,8,0.8202112889616563,Nike,Corrida,Azul,0
303,28,15,0.7337529558413409,Nike,Corrida,Branco,1
304,28,14,0.6410888542981793,Adidas,Casual,Preto,0
305,24,11,0.6437065459161149,Asics,Corrida,Preto,1
306,25,14,0.8567397152256693,Adidas,Corrida,Preto,0
307,31,17,0.33665927799722883,Adidas,Basquete,Azul,0
308,22,7,0.10088967535694993,Asics,Casual,Preto,0
309,27,19,0.3175636475185589,Adidas,Basquete,Azul,0
310,23,11,0.27431310370139517,Nike,Basquete,Azul,0
311,23,10,0.6294676680911986,Asics,Tênis,Preto,0
312,30,18,0.6069692798124232,Asics,Tênis,Branco,0
313,29,12,0.5747691061637791,Asics,Casual,Vermelho,0
314,29,15,0.11299475456756297,Asics,Casual,Azul,0
315,31,15,0.683022443560518,Adidas,Tênis,Preto,1
316,25,9,0.3588243299883932,Adidas,Tênis,Azul,0
317,28,19,0.6320447912053049,Nike,Tênis,Branco,0
318,23,11,0.5452627428017227,Puma,Tênis,Branco,0
319,26,12,0.37418474034232574,Puma,Tênis,Preto,1
320,24,16,0.2076610136832862,Nike,Basquete,Azul,1
321,25,19,0.17553511812838477,Puma,Casual,Vermelho,0
322,27,21,0.7652146664897789,Nike,Basquete,Vermelho,1
323,20,10,0.8347180336652464,Adidas,Basquete,Azul,0
324,35,19,0.6198304374114396,Asics,Corrida,Azul,0
325,19,10,0.1827472918883867,Asics,Basquete,Azul,1
326,18,17,0.4216217735105926,Adidas,Tênis,Preto,1
327,30,14,0.6831513600841258,Asics,Tênis,Branco,0
328,28,19,0.7238567072080545,Asics,Corrida,Vermelho,1
329,28,26,0.19457489783287088,Puma,Corrida,Preto,0
330,28,17,0.10002457507630594,Adidas,Corrida,Azul,1
331,24,20,0.669709636704484,Puma,Corrida,Azul,0
332,20,10,0.3852769407889646,Puma,Corrida,Branco,0
333,25,16,0.3035850652946082,Asics,Basquete,Azul,0
334,21,11,0.11031797583162035,Asics,Corrida,Preto,0
335,29,19,0.5322395254091997,Adidas,Basquete,Preto,0
336,24,17,0.7809205883407854,Asics,Casual,Branco,0
337,20,15,0.8661053170180704,Asics,Corrida,Preto,0
338,23,14,0.5525959604906314,Adidas,Corrida,Vermelho,0
339,27,15,0.5115690621919153,Asics,Basquete,Preto,0
340,22,13,0.1680451083913929,Puma,Casual,Preto,0
341,20,9,0.5390982412340798,Adidas,Basquete,Preto,0
342,26,10,0.4039832631723157,Asics,Basquete,Vermelho,1
343,26,14,0.5857082247068616,Nike,Corrida,Azul,1
344,22,17,0.4109810783012374,Adidas,Tênis,Preto,1
345,22,13,0.2922392987602934,Adidas,Tênis,Branco,0
346,26,17,0.1759722201827012,Nike,Basquete,Vermelho,1
347,17,17,0.35193475567111665,Asics,Corrida,Branco,0
348,17,17,0.17731586743020183,Asics,Casual,Preto,0
349,21,11,0.24151756065918717,Adidas,Tênis,Branco,0
350,23,12,0.8898689268636367,Adidas,Casual,Preto,1
351,26,12,0.45528284552529497,Asics,Tênis,Vermelho,0
352,32,17,0.5254974132040132,Asics,Corrida,Branco,0
353,29,13,0.7988948229897723,Puma,Basquete,Branco,0
354,24,19,0.8964551203925503,Adidas,Casual,Preto,1
355,24,17,0.5661715594757453,Adidas,Casual,Preto,0
356,19,9,0.7499790568353374,Nike,Basquete,Azul,0
357,24,14,0.36155281946934026,Puma,Casual,Preto,0
358,23,15,0.3445951659578329,Asics,Tênis,Preto,0
359,26,29,0.4221629767956482,Puma,Basquete,Azul,0
360,20,14,0.6380058101389193,Asics,Tênis,Preto,0
361,27,12,0.645753351404079,Asics,Tênis,Preto,1
362,32,18,0.3521915477195606,Puma,Corrida,Azul,0
363,24,19,0.20656793930930295,Adidas,Tênis,Vermelho,0
364,27,20,0.6059170051724069,Asics,Corrida,Vermelho,0
365,28,17,0.20266068975101162,Puma,Casual,Preto,0
366,22,9,0.5627940065834641,Nike,Casual,Preto,0
367,26,13,0.6547377024450471,Puma,Corrida,Azul,0
368,25,12,0.6604891971155613,Nike,Tênis,Azul,0
369,25,18,0.7027776885276774,Asics,Basquete,Vermelho,1
370,21,17,0.7982875372525317,Puma,Basquete,Branco,0
371,25,21,0.4999671935718307,Puma,Corrida,Preto,0
372,27,8,0.684199351623657,Nike,Casual,Branco,1
373,32,19,0.5953381882926694,Puma,Casual,Branco,0
374,29,20,0.24931195183814606,Puma,Basquete,Azul,1
375,35,16,0.12055171589552655,Asics,Corrida,Preto,0
376,21,17,0.32763310854154704,Puma,Basquete,Preto,0
377,29,20,0.4544269650700955,Adidas,Tênis,Azul,1
378,25,15,0.5936847555429251,Nike,Tênis,Branco,0
379,35,13,0.7799674644025644,Puma,Corrida,Azul,0
380,20,18,0.25699657336493253,Nike,Corrida,Vermelho,1
381,20,21,0.20043983191878167,Nike,Tênis,Preto,0
382,22,16,0.8707839579794621,Nike,Casual,Vermelho,0
383,14,16,0.1864356475011257,Puma,Corrida,Azul,0
384,22,12,0.4827928560857514,Puma,Tênis,Preto,1
385,21,9,0.5684509830346415,Nike,Tênis,Vermelho,1
386,25,15,0.5330995367259507,Adidas,Casual,Vermelho,0
387,26,24,0.16882572562635456,Nike,Casual,Branco,0
388,34,18,0.1456215312028955,Adidas,Casual,Preto,1
389,29,17,0.18438674196882854,Nike,Casual,Vermelho,0
390,22,12,0.5684701470980901,Asics,Basquete,Vermelho,0
391,20,15,0.5354759101074569,Nike,Casual,Branco,1
392,27,10,0.2869926336293954,Nike,Basquete,Vermelho,1
393,18,27,0.6102193134764733,Puma,Corrida,Vermelho,1
394,34,15,0.7560540016445195,Adidas,Tênis,Vermelho,0
395,30,16,0.13326316787727502,Asics,Basquete,Branco,0
396,22,11,0.4985039548384339,Adidas,Corrida,Vermelho,0
397,16,11,0.6514483296821523,Asics,Corrida,Vermelho,0
398,31,9,0.3018495416557497,Nike,Basquete,Preto,0
399,24,19,0.3462167242345193,Puma,Corrida,Preto,1
400,31,15,0.5909103223915071,Puma,Corrida,Branco,0
401,17,22,0.8183482347549895,Adidas,Basquete,Azul,1
402,22,9,0.7479395362423195,Puma,Corrida,Preto,0
403,25,9,0.5665041752796668,Adidas,Casual,Branco,0
404,25,15,0.6841773742057994,Adidas,Casual,Vermelho,0
405,22,15,0.39185797616623896,Asics,Tênis,Vermelho,0
406,28,12,0.6127724224790062,Adidas,Corrida,Branco,0
407,19,14,0.4729452729020456,Asics,Tênis,Vermelho,1
408,24,21,0.25194890916604873,Puma,Casual,Vermelho,1
409,25,16,0.6613906191018057,Adidas,Casual,Azul,0
410,27,19,0.5451717098790576,Adidas,Casual,Vermelho,0
411,28,17,0.3868972655628732,Nike,Corrida,Preto,1
412,19,12,0.8290713520629046,Adidas,Corrida,Vermelho,0
413,17,16,0.11674729426138662,Adidas,Casual,Branco,0
414,31,9,0.3526185209995968,Nike,Tênis,Azul,0
415,26,14,0.14550511822211726,Nike,Tênis,Vermelho,1
416,21,10,0.7132218529773018,Puma,Basquete,Branco,0
417,32,18,0.6616859632910341,Adidas,Casual,Preto,0
418,25,8,0.3650817749890537,Puma,Tênis,Vermelho,1
419,30,23,0.6405303217656584,Puma,Casual,Azul,0
420,25,17,0.41674978095675985,Nike,Tênis,Vermelho,0
421,35,16,0.7050030331379474,Asics,Basquete,Branco,0
422,33,16,0.4633469301893649,Puma,Basquete,Azul,1
423,23,18,0.42982378226533247,Asics,Casual,Vermelho,0
424,29,21,0.8477839323906408,Adidas,Tênis,Preto,1
425,28,15,0.3007032799125602,Nike,Corrida,Azul,0
426,31,12,0.19635787199725235,Adidas,Basquete,Preto,0
427,20,16,0.5676344906075665,Adidas,Casual,Branco,1
428,28,10,0.8754574498273432,Nike,Casual,Vermelho,0
429,30,13,0.40227137098174937,Adidas,Tênis,Preto,0
430,16,17,0.14962941090302523,Nike,Casual,Branco,0
431,19,17,0.371444213847654,Asics,Basquete,Vermelho,0
432,14,13,0.5047453234556468,Adidas,Casual,Branco,0
433,23,14,0.22953840530577097,Nike,Casual,Preto,0
434,28,21,0.6264817744451936,Puma,Corrida,Branco,0
435,32,13,0.8981995112081606,Adidas,Corrida,Azul,1
436,25,13,0.4613915807851551,Asics,Basquete,Vermelho,0
437,33,17,0.3837828453841702,Nike,Tênis,Branco,1
438,18,13,0.42056333346757335,Adidas,Corrida,Preto,0
439,16,14,0.19211694271616092,Adidas,Tênis,Vermelho,0
440,24,21,0.806618881140979,Adidas,Basquete,Azul,0
441,26,10,0.43186052441708156,Asics,Corrida,Vermelho,0
442,24,17,0.4098195291398731,Nike,Tênis,Azul,0
443,14,13,0.6277522183443794,Puma,Corrida,Vermelho,1
444,24,14,0.45362673674489884,Puma,Basquete,Branco,1
445,18,17,0.6185867750462768,Puma,Basquete,Branco,1
446,28,13,0.14915703210463002,Nike,Corrida,Preto,0
447,26,17,0.7509786749777819,Puma,Tênis,Azul,1
448,20,15,0.8524031623035221,Asics,Casual,Preto,0
449,22,14,0.6190123089275088,Nike,Casual,Branco,0
450,19,10,0.8636527430870486,Adidas,Corrida,Azul,1
451,24,18,0.22114585149597066,Asics,Tênis,Preto,0
452,29,13,0.48193295158428295,Adidas,Casual,Preto,0
453,20,16,0.5814453871563579,Puma,Basquete,Preto,0
454,27,25,0.5653893179369494,Asics,Tênis,Preto,0
455,22,14,0.42116942327123463,Nike,Casual,Preto,1
456,21,15,0.37046752749300915,Asics,Tênis,Azul,0
