user_id,idade,matches_realizados,taxa_resposta,tenis_marca,tenis_estilo,tenis_cores,relacionamentos_formados
146,28,18,0.27635680339633517,Nike,Basquete,Branco,0
147,18,17,0.8089454177034762,Puma,Casual,Branco,0
148,18,22,0.8474432913339922,Adidas,Corrida,Preto,1
149,27,14,0.833136435625653,Asics,Corrida,Azul,0
150,26,15,0.6083314854895279,Adidas,Tênis,Branco,0
151,26,15,0.6038565235477662,Puma,Corrida,Vermelho,0
152,26,9,0.42256850654705824,Adidas,Casual,Branco,0
153,21,10,0.7019183058430304,Nike,Casual,Preto,0
154,26,18,0.5250352146807455,Adidas,Casual,Azul,0
155,26,12,0.6419504569826355,Adidas,Casual,Preto,0
156,21,9,0.4427663230790364,Puma,Tênis,Vermelho,1
157,34,16,0.6851971712345113,Nike,Basquete,Branco,0
158,27,14,0.7595772140836393,Puma,Basquete,Branco,0
159,19,16,0.2171490052822529,Adidas,Tênis,Preto,0
160,28,22,0.7663437724593825,Asics,Corrida,Preto,1
161,20,14,0.5322372254322458,Adidas,Basquete,Vermelho,0
162,28,19,0.7757327272721795,Puma,Corrida,Azul,1
163,30,8,0.44504136507281167,Asics,Basquete,Vermelho,0
164,20,11,0.40323238830642805,Puma,Corrida,Azul,0
165,29,22,0.832048586013778,Puma,Tênis,Branco,0
166,27,16,0.30093541403872104,Nike,Casual,Azul,0
167,29,11,0.7753698602289145,Asics,Corrida,Azul,1
168,34,14,0.48721645800752333,Adidas,Casual,Branco,1
169,23,13,0.5112763540410078,Puma,Corrida,Branco,0
170,21,25,0.3467746251915872,Adidas,Corrida,Branco,0
171,20,13,0.5584337604952125,Nike,Corrida,Vermelho,1
172,20,14,0.36016895702096907,Nike,Corrida,Branco,0
173,24,17,0.13141553139332185,Asics,Corrida,Preto,0
174,26,16,0.3175988842754849,Nike,Casual,Branco,0
175,26,10,0.10510323472527255,Nike,Corrida,Branco,0
176,29,18,0.8826838296454853,Adidas,Casual,Branco,0
177,25,10,0.872597767855798,Nike,Tênis,Azul,0
178,32,13,0.41612423797784404,Nike,Basquete,Vermelho,0
179,23,17,0.6826966834717167,Puma,Corrida,Branco,0
180,38,19,0.37664487872833996,Nike,Basquete,Vermelho,0
181,28,13,0.6368745256687809,Puma,Casual,Preto,0
182,20,15,0.7443440344367833,Nike,Tênis,Preto,1
183,19,14,0.8574049957537926,Nike,Tênis,Branco,0
184,27,13,0.4201698206797376,Asics,Tênis,Preto,0
185,23,19,0.7266383863648381,Asics,Basquete,Vermelho,1
186,28,18,0.31274276050569505,Puma,Casual,Azul,1
187,27,14,0.8922658430349187,Nike,Corrida,Branco,0
188,24,18,0.12061567901148092,Adidas,Corrida,Preto,0
189,20,15,0.5828230452008968,Asics,Casual,Vermelho,1
190,17,25,0.6276047853210617,Adidas,Basquete,Vermelho,1
191,22,9,0.650436445659303,Asics,Corrida,Preto,1
192,29,14,0.19631006303127121,Asics,Casual,Vermelho,1
193,26,9,0.8508238267785043,Nike,Corrida,Vermelho,0
194,18,10,0.24494662324006625,Asics,Tênis,Branco,0
195,25,18,0.5982027225918729,Adidas,Corrida,Vermelho,0
196,26,13,0.278140863298468,Asics,Basquete,Preto,0
197,20,14,0.3457731336170167,Puma,Casual,Branco,0
198,25,19,0.5371668333824995,Nike,Basquete,Preto,0
199,25,17,0.43375473485166116,Nike,Casual,Azul,0
200,19,12,0.22818048078120504,Puma,Tênis,Preto,1
201,26,14,0.23674912193667863,Puma,Casual,Preto,0
202,27,17,0.4345158305302398,Puma,Corrida,Branco,0
203,30,8,0.7058263826204006,Asics,Corrida,Vermelho,0
204,30,10,0.8183717174782309,Nike,Tênis,Preto,0
205,18,15,0.16730212980750628,Puma,Casual,Branco,1
206,20,5,0.4144831260475209,Asics,Tênis,Azul,0
207,27,18,0.1801964509783013,Puma,Corrida,Branco,1
208,27,8,0.11327398450607831,Adidas,Basquete,Branco,0
209,27,24,0.6293749461151653,Adidas,Tênis,Vermelho,0
210,44,13,0.5819595535732702,Nike,Basquete,Preto,0
211,27,13,0.23041529105190897,Asics,Basquete,Azul,0
212,30,17,0.2870502664744513,Adidas,Casual,Branco,1
213,29,11,0.11896620291561472,Adidas,Tênis,Preto,0
214,28,17,0.767957764555523,Asics,Basquete,Preto,1
215,23,12,0.8797524768388412,Puma,Basquete,Branco,0
216,28,12,0.20836762943575265,Asics,Casual,Preto,1
217,21,16,0.28518017101223847,Puma,Casual,Branco,0
218,23,11,0.7947276191575473,Adidas,Corrida,Branco,1
219,22,16,0.8411710383649479,Adidas,Basquete,Branco,0
220,25,17,0.43570190624544824,Adidas,Corrida,Azul,0
221,36,19,0.1404979778152593,Nike,Basquete,Branco,0
222,15,16,0.13151346695425553,Nike,Corrida,Vermelho,1
223,28,19,0.5591598928552084,Nike,Casual,Preto,0
224,16,10,0.41431608711454326,Asics,Tênis,Azul,0
225,22,22,0.12292194206212362,Adidas,Casual,Preto,1
226,30,13,0.5666019138500454,Adidas,Corrida,Azul,0
227,25,14,0.10904202927121798,Asics,Corrida,Vermelho,0
228,19,23,0.7298975665194184,Nike,Tênis,Azul,0
229,21,10,0.3451462581626973,Asics,Basquete,Azul,0
230,28,12,0.13220640240738568,Nike,Corrida,Azul,1
231,21,22,0.5706817767865227,Adidas,Corrida,Preto,1
232,26,18,0.4181475315464438,Puma,Corrida,Branco,0
233,25,19,0.8790403306857196,Nike,Tênis,Preto,1
234,21,18,0.5353589300029618,Adidas,Casual,Branco,0
235,35,11,0.32019134482960665,Adidas,Corrida,Preto,0
236,28,6,0.6675510917071799,Puma,Tênis,Vermelho,0
237,14,10,0.3171936020341691,Adidas,Corrida,Vermelho,0
238,25,19,0.8233946331260521,Adidas,Basquete,Azul,0
239,21,15,0.39977757640590117,Nike,Tênis,Vermelho,1
240,29,18,0.5398948502209642,Nike,Corrida,Azul,1
241,21,16,0.1404584830593831,Puma,Tênis,Branco,0
242,24,12,0.44089699036178465,Puma,Corrida,Vermelho,0
243,27,17,0.765890831728796,Adidas,Casual,Branco,1
244,29,10,0.7445190442906736,Nike,Corrida,Preto,1
245,18,9,0.279454847082821,Puma,Tênis,Branco,1
246,23,19,0.28086325680845015,Puma,Basquete,Preto,0
247,22,16,0.7538442497705894,Asics,Basquete,Branco,1
248,21,16,0.8443187361354604,Puma,Basquete,Branco,0
249,33,13,0.17628873701840286,Adidas,Corrida,Vermelho,0
250,27,16,0.4600469115409802,Nike,Casual,Branco,0
251,18,18,0.3699634231713832,Puma,Corrida,Vermelho,0
252,29,18,0.7965507643659515,Asics,Basquete,Vermelho,0
253,35,24,0.16681993174401502,Nike,Tênis,Azul,0
254,30,13,0.26890075404642994,Puma,Basquete,Azul,0
255,17,13,0.7019746700691954,Asics,Tênis,Preto,1
256,22,14,0.1410350791849725,Puma,Casual,Branco,0
257,31,20,0.49402830457143143,Nike,Tênis,Preto,0
258,21,14,0.4536856277437761,Nike,Corrida,Branco,0
259,27,17,0.3675209431909989,Nike,Corrida,Azul,1
260,28,16,0.41565785225513907,Adidas,Corrida,Azul,0
261,20,19,0.5239524695441864,Puma,Tênis,Branco,0
262,24,16,0.22909388671070652,Adidas,Corrida,Branco,0
263,8,17,0.5575967026268742,Nike,Corrida,Azul,1
264,19,16,0.7443458634399891,Asics,Corrida,Azul,1
265,23,16,0.7081287438321272,Puma,Casual,Preto,0
266,18,17,0.22311992375501896,Adidas,Tênis,Azul,0
267,33,12,0.21939957579317915,Puma,Tênis,Branco,1
268,17,15,0.31453949419593064,Asics,Basquete,Preto,0
269,22,7,0.3888597810728298,Adidas,Tênis,Branco,0
270,25,19,0.4267644651267861,Nike,Casual,Vermelho,0
271,32,14,0.6437577734666762,Adidas,Tênis,Preto,0
272,17,13,0.14534434573266833,Puma,Casual,Branco,0
273,30,9,0.12773816338085311,Puma,Casual,Azul,0
274,25,16,0.4135284503551272,Puma,Tênis,Vermelho,0
275,20,17,0.6577309537103844,Puma,Basquete,Branco,1
276,27,17,0.2547482743651861,Nike,Corrida,Preto,0
277,25,9,0.6132035850050014,Adidas,Corrida,Branco,1
278,21,19,0.30786251035223955,Nike,Tênis,Vermelho,0
279,25,16,0.8088688870508131,Nike,Tênis,Preto,0
280,23,11,0.8165519554132933,Nike,Casual,Vermelho,0
281,25,13,0.3378297634250612,Puma,Tênis,Branco,1
282,28,12,0.28399500317059245,Puma,Casual,Azul,1
283,32,12,0.42904317765298505,Puma,Basquete,Azul,0
284,18,11,0.29242526814411895,Adidas,Tênis,Branco,1
285,35,14,0.6379070746333629,Asics,Corrida,Branco,0
286,15,10,0.7608517476386284,Puma,Corrida,Branco,1
287,24,18,0.6384737047289736,Adidas,Tênis,Preto,1
288,27,14,0.7594803577994796,Puma,Casual,Vermelho,1
289,26,18,0.4175937297659793,Puma,Corrida,Vermelho,0
290,21,16,0.2250535765670887,Nike,Casual,Vermelho,0
291,23,18,0.6903607579180737,Nike,Tênis,Branco,0
292,22,24,0.3883796041132431,Nike,Tênis,Vermelho,0
293,22,7,0.637016660183306,Adidas,Corrida,Branco,0
294,29,12,0.31651515358541255,Asics,Tênis,Preto,0
295,26,21,0.16498370784533814,Asics,Basquete,Azul,0
296,21,12,0.8940654363902107,Adidas,Basquete,Branco,0
297,29,14,0.22496120634447944,Puma,Corrida,Branco,0
298,26,8,0.8907367951707849,Adidas,Basquete,Azul,0
299,29,4,0.8818239460531578,Puma,Casual,Azul,1
300,28,21,0.7350544831264317,Adidas,Corrida,Preto,0
301,20,15,0.6275383696655981,Adidas,Corrida,Vermelho,0
302,22,13,0.5622456402008678,Adidas,Casual,Branco,1
303,28,25,0.7928812363022678,Asics,Basquete,Vermelho,0
304,28,22,0.33155161729559035,Nike,Basquete,Branco,0
305,24,14,0.4741449699879017,Adidas,Basquete,Preto,0
306,25,12,0.5955119754932016,Asics,Corrida,Azul,0
307,31,11,0.42895238069559294,Nike,Corrida,Preto,1
308,22,16,0.4419891632722144,Nike,Basquete,Azul,0
309,27,9,0.3642277340016675,Adidas,Tênis,Vermelho,0
310,23,11,0.5513854533476289,Puma,Basquete,Vermelho,0
311,23,20,0.7804596224120929,Puma,Casual,Preto,0
312,30,15,0.2612227024050503,Puma,Corrida,Azul,1
313,29,8,0.8475464310027532,Adidas,Casual,Preto,0
314,29,15,0.6512701229985838,Puma,Casual,Azul,0
315,31,14,0.7586185701440241,Asics,Corrida,Azul,0
316,25,11,0.5449525541040093,Asics,Tênis,Vermelho,0
317,28,14,0.7236133611392508,Asics,Basquete,Vermelho,0
318,23,17,0.11296031787157378,Asics,Casual,Azul,1
319,26,7,0.7547043398236282,Nike,Corrida,Azul,1
320,24,19,0.13211108726829324,Asics,Casual,Azul,1
321,25,11,0.81193070109029,Puma,Basquete,Vermelho,1
322,27,10,0.8935701977909146,Adidas,Tênis,Vermelho,0
323,20,18,0.3352539697414223,Puma,Tênis,Branco,0
324,35,12,0.26825484502863495,Asics,Tênis,Azul,1
325,19,15,0.7122906910864326,Nike,Corrida,Branco,1
326,18,15,0.30242107273620256,Asics,Corrida,Azul,1
327,30,9,0.7924499065377628,Adidas,Tênis,Vermelho,0
328,28,19,0.18227407372598137,Puma,Basquete,Branco,0
329,28,11,0.2007641571034866,Adidas,Basquete,Branco,1
330,28,12,0.8833212440804925,Adidas,Corrida,Preto,1
331,24,16,0.6390711186160037,Adidas,Tênis,Azul,1
332,20,19,0.7775097795431622,Puma,Basquete,Vermelho,0
333,25,21,0.35946350188121445,Asics,Basquete,Preto,0
334,21,10,0.6411869996164835,Adidas,Basquete,Preto,0
335,29,19,0.5753934618468778,Puma,Corrida,Azul,1
336,24,10,0.5825200960983576,Nike,Tênis,Preto,0
337,20,17,0.6460259676301773,Puma,Casual,Azul,0
338,23,14,0.5602873385032788,Nike,Tênis,Preto,1
339,27,19,0.4432498954421328,Puma,Tênis,Azul,0
340,22,26,0.3207381555044375,Asics,Corrida,Vermelho,1
341,20,17,0.7148650647305617,Adidas,Basquete,Azul,0
342,26,20,0.281017944002549,Asics,Basquete,Azul,1
343,26,10,0.6538834449235313,Puma,Corrida,Branco,0
344,22,16,0.28666625811946134,Adidas,Corrida,Vermelho,1
345,22,11,0.6002641359635631,Nike,Corrida,Vermelho,1
346,26,19,0.6976626137032231,Puma,Corrida,Vermelho,0
347,17,17,0.27497111112523137,Adidas,Corrida,Preto,0
348,17,15,0.14795464068904662,Nike,Casual,Branco,0
349,21,14,0.20477899439533928,Nike,Tênis,Vermelho,0
350,23,15,0.5847975738168204,Asics,Tênis,Preto,1
351,26,13,0.7795571249805885,Puma,Tênis,Preto,0
352,32,9,0.1359974569883395,Nike,Basquete,Preto,0
353,29,10,0.687321007233317,Adidas,Casual,Branco,0
354,24,14,0.37305491676004177,Nike,Tênis,Preto,1
355,24,17,0.482822695935618,Nike,Basquete,Branco,1
356,19,13,0.8430876398764525,Asics,Casual,Azul,0
357,24,17,0.3655772037886764,Asics,Casual,Preto,0
358,23,17,0.47226954715158886,Adidas,Basquete,Vermelho,0
359,26,17,0.1109459318085449,Asics,Casual,Preto,0
360,20,11,0.1652789760038707,Nike,Basquete,Azul,0
361,27,12,0.30687327290782723,Nike,Tênis,Azul,0
362,32,12,0.12228179265685953,Asics,Basquete,Preto,0
363,24,17,0.6051002608386008,Nike,Casual,Azul,0
364,27,13,0.44111868544129806,Nike,Tênis,Branco,0
365,28,19,0.5385161621824176,Adidas,Tênis,Branco,0
366,22,17,0.23971774871706364,Asics,Corrida,Preto,0
367,26,9,0.33674562354929294,Nike,Corrida,Branco,1
368,25,14,0.6310595798821801,Asics,Casual,Branco,1
369,25,15,0.8722421789043199,Adidas,Basquete,Vermelho,0
370,21,29,0.14033341888176737,Asics,Basquete,Preto,0
371,25,14,0.8123074566842129,Nike,Casual,Azul,1
372,27,12,0.5615049610489667,Asics,Tênis,Preto,1
373,32,18,0.551135653404499,Nike,Casual,Branco,0
374,29,19,0.5002228281662083,Nike,Casual,Vermelho,0
375,35,20,0.15551526872334673,Nike,Tênis,Preto,0
376,21,17,0.17190148138892852,Adidas,Basquete,Preto,0
377,29,9,0.5807296045272689,Asics,Casual,Branco,0
378,25,13,0.3727668571484467,Adidas,Basquete,Branco,0
379,35,12,0.8338144532621445,Asics,Casual,Preto,0
380,20,18,0.42527242988757785,Adidas,Tênis,Branco,0
381,20,17,0.21462516696211287,Puma,Tênis,Branco,0
382,22,21,0.6717750668016288,Nike,Corrida,Branco,0
383,14,8,0.3346827371528079,Nike,Tênis,Branco,0
384,22,19,0.5203762458847145,Adidas,Corrida,Branco,0
385,21,20,0.6582662284041361,Puma,Casual,Vermelho,0
386,25,16,0.8202112889616563,Nike,Basquete,Branco,1
387,26,17,0.7337529558413409,Asics,Tênis,Azul,0
388,34,20,0.6410888542981793,Adidas,Tênis,Preto,1
389,29,15,0.6437065459161149,Nike,Tênis,Vermelho,1
390,22,13,0.8567397152256693,Nike,Casual,Vermelho,0
391,20,18,0.33665927799722883,Adidas,Corrida,Branco,0
392,27,21,0.10088967535694993,Adidas,Casual,Preto,0
393,18,16,0.3175636475185589,Asics,Basquete,Azul,1
394,34,16,0.27431310370139517,Asics,Casual,Branco,1
395,30,12,0.6294676680911986,Nike,Basquete,Preto,1
396,22,9,0.6069692798124232,Nike,Tênis,Branco,0
397,16,15,0.5747691061637791,Adidas,Basquete,Branco,0
398,31,24,0.11299475456756297,Nike,Basquete,Branco,0
399,24,18,0.683022443560518,Nike,Corrida,Branco,0
400,31,17,0.3588243299883932,Adidas,Basquete,Branco,0
401,17,12,0.6320447912053049,Nike,Basquete,Branco,0
402,22,15,0.5452627428017227,Nike,Casual,Branco,1
403,25,10,0.37418474034232574,Puma,Tênis,Azul,0
404,25,27,0.2076610136832862,Asics,Casual,Vermelho,0
405,22,15,0.17553511812838477,Adidas,Casual,Azul,0
406,28,16,0.7652146664897789,Puma,Tênis,Branco,1
407,19,11,0.8347180336652464,Asics,Tênis,Branco,1
408,24,11,0.6198304374114396,Asics,Basquete,Azul,0
409,25,9,0.1827472918883867,Asics,Basquete,Azul,0
410,27,19,0.4216217735105926,Puma,Corrida,Vermelho,0
411,28,15,0.6831513600841258,Puma,Casual,Azul,1
412,19,22,0.7238567072080545,Asics,Tênis,Vermelho,0
413,17,9,0.19457489783287088,Nike,Basquete,Branco,0
414,31,9,0.10002457507630594,Nike,Tênis,Preto,0
415,26,15,0.669709636704484,Puma,Basquete,Preto,0
416,21,15,0.3852769407889646,Puma,Corrida,Preto,1
417,32,12,0.3035850652946082,Puma,Corrida,Preto,0
418,25,14,0.11031797583162035,Asics,Tênis,Branco,0
419,30,21,0.5322395254091997,Nike,Corrida,Preto,0
420,25,16,0.7809205883407854,Puma,Tênis,Azul,0
421,35,19,0.8661053170180704,Puma,Basquete,Azul,1
422,33,17,0.5525959604906314,Adidas,Casual,Preto,0
423,23,12,0.5115690621919153,Asics,Corrida,Azul,1
424,29,16,0.1680451083913929,Adidas,Basquete,Vermelho,1
425,28,9,0.5390982412340798,Nike,Casual,Branco,0
426,31,14,0.4039832631723157,Adidas,Casual,Preto,0
427,20,10,0.5857082247068616,Adidas,Casual,Preto,0
428,28,18,0.4109810783012374,Adidas,Basquete,Branco,1
429,30,8,0.2922392987602934,Asics,Basquete,Azul,0
430,16,23,0.1759722201827012,Nike,Tênis,Branco,0
431,19,17,0.35193475567111665,Adidas,Casual,Branco,0
432,14,16,0.17731586743020183,Asics,Casual,Azul,1
433,23,16,0.24151756065918717,Nike,Casual,Branco,0
434,28,18,0.8898689268636367,Puma,Tênis,Azul,0
435,32,21,0.45528284552529497,Adidas,Casual,Azul,0
436,25,15,0.5254974132040132,Nike,Basquete,Branco,0
437,33,12,0.7988948229897723,Adidas,Casual,Vermelho,1
438,18,16,0.8964551203925503,Puma,Corrida,Azul,0
439,16,10,0.5661715594757453,Nike,Basquete,Branco,1
440,24,13,0.7499790568353374,Asics,Tênis,Azul,0
441,26,17,0.36155281946934026,Nike,Casual,Vermelho,0
442,24,17,0.3445951659578329,Asics,Corrida,Vermelho,0
443,14,13,0.4221629767956482,Nike,Tênis,Preto,0
444,24,14,0.6380058101389193,Asics,Tênis,Azul,0
445,18,21,0.645753351404079,Puma,Basquete,Azul,0
446,28,13,0.3521915477195606,Puma,Tênis,Branco,0
447,26,13,0.20656793930930295,Puma,Tênis,Azul,0
448,20,17,0.6059170051724069,Nike,Tênis,Preto,0
449,22,13,0.20266068975101162,Puma,Tênis,Vermelho,1
450,19,14,0.5627940065834641,Adidas,Casual,Vermelho,0
451,24,21,0.6547377024450471,Puma,Casual,Preto,0
452,29,10,0.6604891971155613,Asics,Casual,Azul,0
453,20,17,0.7027776885276774,Asics,Casual,Azul,1
454,27,13,0.7982875372525317,Asics,Corrida,Preto,1
455,22,14,0.4999671935718307,Nike,Casual,Branco,0
456,21,17,0.684199351623657,Adidas,Tênis,Vermelho,1
